,desc,wordId,wordIdrev
6275,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon năm sản xuất 10 2015 hạn sử dụng 10 2020,,
5347,chỉ phẫu thuật không tiêu polypropylene 90 cm ep 2 usp 3 0 2 needles 1 2 cir taper 25 mm hàng mới 100 sx năm 2017 lô170316 hạn sử dụng 03 2022,propylen,
9331,nl050-3 chỉ khâu phẫu thuật 02-pga,pga,
4397,chỉ khâu phẫu thuật-luxcryl pdo 2 0,luxcryl,
5344,chỉ phẫu thuật không tiêu polypropylene 75 cm ep 3 usp 2 0 needle 1 2 cir taper 30 mm hàng mới 100 sx năm 2017 lô170506 hạn sử dụng 05 2022,propylen,
7304,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 20mm năm sản xuất 2014 trở đi,propylen,
4502,chỉ nâng cơ silhouette soft size - 12 cones part sms 23-pl-3 0 1-na đóng gói bạc hút chân không nsx silhouette lift inc batch 0325-23 hsd 30 09 2018 hàng mới 100,,
5226,chỉ phẩu thuật f54cd16w 45cm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
1253,chỉ khâu phẫu thuật tro-silkofil 75cm usp 3 0 2 0 hộp 12 cái hàng y tế mới 100,silk,
7292,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 75cm kim 1 2 kim tròn vòng kim 20mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
3109,chỉ khâu phẫu thuật pledgets 152x12 7x1 6mm mới 100 hãng sx santec medicalprodukte gmbh 12 vỉ hộp,,
748,chỉ khâu phẫu thuật - monosyn quick und 3 0 2 70cm hr26 m pac 36pcs c0025058,monosyn qui,
8080,chỉ phẫu thuật polyglactin 910 pgla90 atramat pgla90 surgical suture violet usp 3-0 ep 2 75 cm needle r-30 regular taper point 30 mm 1 2 circle năm sx 2017 hàng mới 100 hộp 12 sợi,pgla,
8008,chỉ phẫu thuật nhãn hiệu hernia kit model non absorbable surgical suture u s p 12 sợi hộp hàng mới 100,,
8307,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 1 5 usp 4 0 needle 19mm hàng mới 100 nhà sản xuất smi ag mã 5151519,propylen,
5148,chỉ phẫu thuật dùng trong y tế hiệu assut hãng sản xuất assut- thụy sĩ chủng loại polypropylene mã 9593396 mới 100 12 tép hộp sản xuất năm 2016,propylen,
4521,chỉ phẩu thuật,,
7866,chỉ phẫu thuật chủng loại dermalontm monofilament nylon mã sp 8886179941 36 sợi hộp hsx covidien mới 100,dermalon,
8825,gạc cầm máu vô trùng trong phẫu thuật mới 100 nhãn hiệu smi-spon 70x50x10mm gói 10 miếng năm sản xuất 2014 trở đi hãng sản xuất smi ag,spon,
7347,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 75cm 2 x3 8 cir soft coronar 8mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
150,bông thấm máu gelatin sponge 7x5x1cm 05170502 dùng 1 lần trong y tế hàng mới 100 hộp 20 cái,spon,
8220,chỉ tự tiêu oryl-910 usp 2-0 40mm 1 2 cricle round body 90cm tự tiêu trong 60-90 ngày hãng sriorion pharmaceuticals sutures dài 90cm hàng mới 100,oryl,
10410,tfe polymer firm pledget 1 4x1 8x1 miếng đệm không tiêu tiệt trùng dùng trong phẫu thuật hiệu ethicon endo surgery- hãng ethicon inc product code pcp20 hộp 36 cái hàng mới 100 loại d,,
9235,nguyên liệu chỉ khâu phẫu thuật tự tiêu 1 5m chromic usp 4 0 -premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
1251,chỉ khâu phẫu thuật tro-silkofil 75cm usp 3 0 hộp 12 cái hàng y tế mới 100,silk,
11597,miếng ghép thành bụng -optilene mesh lp 10 x15 cm pac 5pcs 1064725,optilene,
3520,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 1 x 90 40 mm 12 chiếc hộp hsx meril endo surgery pvt ltd ấn độ hàng mới 100,,
11603,miếng ghép thành bụng -optilene mesh lp 15 x 15 cm pac 5pcs 1064705 hàng mới 100 hsx b braun,optilene,
8833,gạc cầm máu vô trùng trong phẫu thuật mới 100 nhãn hiệusmi-spon 8x5x1cm hộp 10 miếng năm sản xuất 2014 trở đi hãng sản xuất smi ag,spon,
4084,chỉ khâu phẫu thuật c0025037 chủng loại monosyn quick und 3 0 2 70cm dsmp19 m hãng sx b braun surgical sa năm sx 2015 hàng mới 100,monosyn qui,
7005,chỉ phẫu thuật vigimesh rm6110sp hsx vigilenz medical devices sdn bhd nsx malaysia năm sx 2016 mới 100 hộp 12 tép,mesh,
7886,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture mã sản phẩm smm5526 36 sợi hộp hãng sx covidien mới 100,maxon,
4111,chỉ khâu phẫu thuật c0263850 - chủng loại silkam pac 36pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,silk,
859,chỉ khâu phẫu thuật - novosyn quick undy 5 0 1 70cm ds16 m ddp c3046212,novosyn qui,
2876,chỉ khâu phẫu thuật mắt 1470 loại không tự tiêu chủng loại mani sutures poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015 2016,propylen,
929,chỉ khâu phẫu thuật - patella-set 7 60 cm hs 120 pac 12pcs 991120 hàng mới 100 hsx b braun,patella,
9286,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 3-0 pgla rapid dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
105,băng dính y tế thay chỉ khâu da steri-strip b1557 khổ 1 2cm x 10cm 50 miếng hộp,steri-,
1248,chỉ khâu phẫu thuật tro-silkofil 75cm usp 2 0 3 0 hộp 12 cái hàng y tế mới 100,silk,
7212,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene dài 10x15cm không kim,propylen,
5523,chỉ phẫu thuật loại polypropylene 60 cm ep 0 7 usp 6 0 2 needle 3 8 cir taper 13 mm hàng mới 100 sx 2016 lô sx160512 hạn dùng 05-2021,propylen,
4110,chỉ khâu phẫu thuật c0263850 - silkam black 3 0 2 13 x 60 cm pac 36pcs hãng sx b braun surgical s a năm sx 2014 hàng mới 100,silk,
9337,nl058-3 chỉ khâu phẫu thuật 01-pet đã cắt đoạn,,
9333,nl051-3 chỉ khâu phẫu thuật c,,
3212,chỉ khâu phẫu thuật -silkam black 5 0 1 45cm ds16 pac 36pcs c0762121,silk,
7935,chỉ phẫu thuật chủng loại polysorttm braided absorbable suture mã sp gl181 36 sợi hộp hsx covidien mới 100,polysort,
1191,chỉ khâu phẫu thuật - steelex monofilament 2 5 25m f1614088,steel,
3605,chỉ khâu phẫu thuật tự tiêu vật tư tiêu hao kèm bộ dụng cụ khâu đóng cơ phúc mạc laparoscopy mã ist1031 sản xuất năm 2017 hàng mới 100 hãng nước sx ami agency for medical innovations gmbh áo,,
9073,miếng đệm chỉ khâu trong phẫu thuật- premipatch 6 pfte firm pledgets 6x3mm pac 36pcs c0027995,,
5897,chỉ phãu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
5865,chỉ phẫu thuật loại polypropylene 75 cm ep 1 5 usp 4 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
9050,miếng cầm máu vô trùng dùng cho tai code 400144 10 miếng hộp hãng medtronic usa hàng y tế mới 100,,
11516,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh sis direct soft pvdf mssp pv411050f3 hộp 03 cái nsx 09 2014 hd 5năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
7933,chỉ phẫu thuật chủng loại polysorttm braided absorbable suture mã sp gl123 36 sợi hộp hsx covidien mới 100,polysort,
7208,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim dài 5 x10cm gói 5 sợi năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
3226,chỉ khâu phẫu thuật silon-silon monof blue mã 4420 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,silon,
9051,miếng cầm máu vô trùng dùng cho tai code 400146 10 miếng hộp hãng medtronic hàng y tế mới 100,,
5910,chỉ phẫu thuật loại polypropylene 90 cm ep 3 usp 2 0 2 x 1 2 cir taper 25 mm hàng mới 100,propylen,
7252,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 1 dài 75cm kim 1 2 kim tròn vòng kim 40mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
2634,chỉ khâu phẫu thuật không tự tiêu trusilk 24mm code 5e75cy24 6-2017 05-2022 pn pd72704 hiệu sutures india pvt ltd hàng mới 100,silk,
11500,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh pp light 15x15cm hộp 5 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
8305,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 1 5 usp 4 0 needle 16mm hàng mới 100 nhà sản xuất smi ag mã 5151516,propylen,
5817,chỉ phẫu thuật loại polypropylene 75 cm ep 3 usp 2 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
141,bông cầm máu tự tiêu surgispon 70 x 50 x 10 mm vô trùng hộp 10 cái mã hàng ssp705010 hàng mới 100 hãng sx aegis lifesciences,spon,
10108,ps1160 dụng cụ đóng da nhanh trong phẫu thuật không cần khâu loại dài 16cm mới 100 nhà sản xuất zipline medical inc-mỹ,,
10363,suture 12 10-0 bmn da 175d nu1 - chỉ phẫu thuật mắt 10 0nylon - 8065711701 hàng mới 100,nylon,
1494,chỉ khâu phẫu thuật c0263869 silkam black 2 0 3 13x60cm hãng sx b braun surgical sa năm sx 2032 hàng mới 100,silk,
10436,vật liệu cầm máu dùng cho y tế absorbable hemostat pahacel fibril oxidized regenerated cellulose 2 5x5 1cm code pcf14 nsx 2015 hsd 2018 nsx altaylar medical co ltd hộp 10 cái,pahacel fibri,
6279,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon năm sx 12 2015 01 2016 10 2015 hạn sd 11 12 10 2020,,
7335,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 45cm kim 1 2 kim tròn vòng kim 10mm năm sản xuất 2014 trở đi,propylen,
1168,chỉ khâu phẫu thuật - silkam black 2 0 3 13 x 60 cm pac 36pcs c0263869,silk,
9293,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 5-0 pgla violet dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
5530,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needles 1 2 cir taper 20 mm hàng mới 100 sx 2016 lô sx16005 hạn dùng 10-2021,propylen,
3606,chỉ khâu phẫu thuật tự tiêu vật tư tiêu hao kèm bộ dụng cụ khâu đóng cơ phúc mạc laparoscopy mã ist1041 sản xuất năm 2017 hàng mới 100 hãng nước sx ami agency for medical innovations gmbh áo,,
6527,chỉ phẩu thuật s37cd160 75cm 16mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
11533,miếng ghép sọ não sinh học tự tiêu - osteomesh 25x25x1 25mm nhà sx osteopore international pte ltd mới 100 chi tiết xem file hys đính kèm,mesh,
7298,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 75cm kim 1 2 kim tròn vòng kim 25mm năm sản xuất 2014 trở đi,propylen,
7695,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene số 4 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 20mm,propylen,
7689,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene không kim 7 5 x 15cm,propylen,
10413,tfe polymer firm pledgets 1 4x1 8x1 miếng đệm không tiêu tiệt trùng dùng trong phẫu thuật hiệu ethicon model pcp20 hộp 36 cái hàng mới 100,,
4808,chỉ phẫu thuật- bằng thép hsy 180 4 st60m40x5 aisi mới 100 nước ấn độ hãng sx quality needles,,
3790,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm plain usp 2 - 150 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
3968,chỉ khâu phẫu thuật vô trùng model trusilk 2-0 dài 75cm kim tròn nửa vòng dài 24mm hàng mới 100 do hãng sutures india pvt ấn độ sản xuất nsx năm 2015,silk,
5353,chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 10 0 1470 12 cái hộp chủng loại mani sutures polypropylene hãng chủ sở hữu mani inc nhật bản hàng mới 100,propylen,
6490,chỉ phẫu thuật -polysorb 2-0 75cm v-20 gl123,polysorb,
7250,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 1 dài 75cm kim 1 2 kim tròn vòng kim 30mm,propylen,
7263,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 75cm kim 1 2 kim tròn vòng kim 25mm năm sản xuất 2014 trở đi,propylen,
3127,chỉ khâu phẫu thuật polypropylene 90 cm ep 1 5 usp 4 0 2 needles 1 2 cir taper 20 mm hàng mới 100 sx năm 2016 lô 161222 hạn sử dụng 12 2021,propylen,
10499,vật liệu cầm máu vô trùng surgical haemostatic smi-spon 70 x 50 x 10mm code zhg705010 nsx 2017 nsx smi a g hộp 10 cái gp 6012nk byt-tb-ct,spon,
7908,chỉ phẫu thuật chủng loại polysorbtm braided absorbable suture mã sản phẩm cl812 36 sợi hộp hãng sx covidien mới 100,polysorb,
7877,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture 36 sợi hộp hãng sản xuất covidien hàng mới 100 mã sp smm5526,maxon,
7964,chỉ phẫu thuật chủng loại surgiprotm ii monofilament polypropylene mã sp vp710x 36 sợi hộp hsx covidien mới 100,surgipro,
547,chỉ khâu phẫu thuật c0990008 chủng loại stee ele setw b3 0 2x60cm hr13mgs51vbksg hãng sx b braun surgical sa năm sx 2015 hàng mới 100,,
1187,chỉ khâu phẫu thuật - steelex elec 3 0 2 60cm hr17 gs65 pac 36pcs c0992038,steel,
5842,chỉ phẫu thuật loại polypropylene 60 cm ep 0 5 usp 7 0 2 x 3 8 cir taper 8 mm hàng mới 100,propylen,
9260,nguyên liệu chỉ phẫu thuật không tự tiêu tổng hợp sterilux pp usp 5 0 blue 100m di dùng sản xuất chỉ polypropylen hàng mới 100,propylen,
7864,chỉ phẫu thuật chủng loại dermalontm monofilament nylon mã sp 8886174451 sợi dài 45cm kim dài 26mm 36 sợi hộp mới 100,dermalon,
5144,chỉ phẫu thuật dùng trong y tế hiệu assut hãng sản xuất assut- thụy sĩ chủng loại polypropylene mã 9232 mới 100 12 tép hộp sản xuất năm 2016,propylen,
1171,chỉ khâu phẫu thuật - silkam black 3 0 2 75cm hr26 pac 36pcs c0760412,silk,
6276,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon năm sản xuất 2015,,
214,chất hàn gắn da 1050044 hãng sx b braun surgical sa hàng mới 100,,
4423,chỉ khâu tự tiêu dùng trong phẫu thuật thẩm mỹ model mgbh-19-01 1 bộ gồm 1 cây kim và 1 sợi chỉ dài 175mm nhà sx 21 century medical hạn sd 06 12 2019 mới 100 giấy phép nk 7550nk byt-tb-ct,,
3534,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 4-0 x 45 12mm batch en16003 12 chiếc tá hãng meril endo surgery pvt ltd mới 100,,
4923,chỉ phẫu thuật dùng không tiêu polypropylene sợi xanh đơn 10 0 2451l hãng sản xuất mani hanoi co ltd việt nam hàng mới 100 không thanh toán,propylen,
7976,chỉ phẫu thuật chủng loại surgiprotm monofilament polypropylene mã sp vp945 sợi dài 75cm kim dài 30mm 36 sợi hộp mới 100,surgipro,
7214,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene dài 6x11cm không kim,propylen,
7938,chỉ phẫu thuật chủng loại polysorttm braided absorbable suture mã sp ul202 36 sợi hộp hsx covidien mới 100,polysort,
6465,chỉ phẫu thuật polypropylene không tiêu tổng hợp tiệt trùng đơn sợi số 3 0 chiều dài sợi chỉ 90 cm sợi chỉ màu xanh 12 sợi hộp code pm1093026c0p nsx demetech mới100,propylen,
8310,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 2 usp 3 0 needle 16mm hàng mới 100 nhà sản xuất smi ag mã 5201516 1 hộp 12 cái,propylen,
2360,chỉ khâu phẫu thuật không tiêu đi kèm dụng cụ khâu đóng cơ phúc mạc laparoscopy mã ist1051 sản xuất năm 2017 hàng mới 100 hãng nước sx ami agency for medical innovations gmbh áo,,
3442,chỉ khâu phẫu thuật suture vascuful 7 - 0 60cm 2xmv-178-8 không tiêu mã 8886470401v 36 cuộn hộp mới 100 sản xuất năm 2015 hãng sx covidien,vascufu,
3795,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm plain usp 3 0 - 150 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
2861,chỉ khâu phẫu thuật mắt 1455p loại không tự tiêu chủng loại mani sutures poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015 2016,propylen,
7340,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 60cm 2 kim 1 2 kim tròn vòng kim 10mm năm sản xuất 2014 trở đi,propylen,
4633,chỉ phẫu thuật v-loc 12 tép hộp mới 100 vlocm0614 mới 100 nhà sản xuất covidien năm sản xuất 2015,vloc,
3216,chỉ khâu phẫu thuật silk-silk black mã 3119 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,silk,
1172,chỉ khâu phẫu thuật - silkam black 3 0 2 75cm hr26 pac 36pcs c0760412 hàng mới 100 hsx b braun surgical s a,silk,
4931,chỉ phẫu thuật dùng trong nhãn khoa chỉ không tiêu polypropylene sợi xanh đơn 10 0 1470 chủng loại mani sutures polypropylene 12 chiếc hộp hàng mới 100 hãng chủ sở hữu mani inc nhật bản,propylen,
107,băng dính y tế thay chỉ khâu da steri-strip r1541 khổ 1 4in x 3in 0 64cm x 8cm 50miếng hộp,steri-,
5474,chỉ phẫu thuật không tự tiêu polypropylene cu blue - usp 3-0 ep 2 hãng sản xuất g krahmer gmbh đức mới 100,propylen,
8111,chỉ phẫu thuật silkus code lnw 5028 hàng mới 100 nsx lotus surgicals pvt ltd lô c1617 c1614 sx 05 04 2016 hd 04 03 2021 nsx lotus surgicals pvt ltd,silk,
407,chỉ phẫu thuật v-loc 12 sợi hộp vlocm1203 mới 100 nhà sản xuất covidien mỹ,vloc,
6535,chỉ phẩu thuật s47rh260 26mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
3577,chỉ khâu phẫu thuật truglyde,truglyde,
8898,lưới điều trị thoát vị rm3030sp vigimesh sp 30cm x 30cm 1cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,mesh,
5363,chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 9 0 1465p chủng loại mani sutures polypropylene 12 cái hộp hãng chủ sở hữu mani inc nhật bản hàng mới 100 hàng không thanh toán,propylen,
6263,chỉ phẫu thuật loạicatgut chrom 75 cm ep 5 usp 1 needle 1 2 cir taper 40 mm hàng mới 100,catgut,
6270,chỉ phẫu thuật mắt 8065308001 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon,,
1198,chỉ khâu phẫu thuật - steelex ste set 4 6 4x45cm hrc48 g0617969 hàng mới 100 hsx b braun,steel,
8114,chỉ phẫu thuậtpolysorb 36 tép hộp cl914 mới 100 nhà sản xuất covidien năm sản xuất 2015,polysorb,
8300,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 45 cm ep 1 usp 5 0 needle 3 8 16mm hàng mới 100 nhà sản xuất smi ag mã 5101516 1 hộp 12 cái,propylen,
1258,chỉ khâu phẫu thuật ahal70 a m i hal suture hãng sản xuất ami hàng mới 100 do áo sản xuất 36 sợi hộp,,
1164,chỉ khâu phẫu thuật - silkam black 2 0 3 75cm hr26 pac 36pcs c0760420 hàng mới 100 hsx b braun,silk,
7879,chỉ phẫu thuật chủng loại maxontm monofilament absorbable suture 36 sợi hộp hãng sản xuất covidien mới 100 mã sản phẩm smm5044,maxon,
7868,chỉ phẫu thuật chủng loại flexonru tm multifilament temporary cardiac pacing lead 36 sợi hộp hãng sản xuất covidien hàng mới 100 mã sp 8886259243,flexon,
11481,mảnh ghép tổng hợp cấy ghép vào cơ thể dynamesh-ipom ip071520f1 15x20cm nsx 06-2017 hd 5 năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft mbh đức hàng mới 100,mesh,
10110,ps2080 dụng cụ đóng da nhanh trong phẫu thuật không cần khâu loại dài 8cm mới 100 nhà sản xuất zipline medical inc-mỹ,,
8230,chỉ tự tiêu rapid absorbable số 2 0 dài 90cm vòng kim 36mm kim 1 2 kim tam giác code pgr1072036b20p dùng trong y tế đã được tiệt trùng mới 100 hộp 12 vỉ hsx demetech -mỹ,,
7705,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene số 7 0 dài 75cm 2 x 3 8 kim cir soft coronar vòng kim 8mm,propylen,
12022,chỉ phẫu thuậtpolysorb 36 tép hộp mới 100 gl122 năm sản xuất 2016 nhà sản xuất covidien,polysorb,
7215,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim 10 x 15cm,propylen,
6274,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu hàng mới 100 hãng sản xuất alcon,,
4281,chỉ khâu phẫu thuật g0617144 - chủng loại steelex 1 4 4x45cm hrc37ss m lp pac 12pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,steel,
3229,chỉ khâu phẫu thuật silon-silon monof blue mã sm 2366 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,silon,
5856,chỉ phẫu thuật loại polypropylene 75 cm ep 0 7 usp 6 0 needle 1 2 cir taper 10 mm hàng mới 100,propylen,
1756,chỉ khẩu phẫu thuật chỉ tiêu g2650 1 sợi chỉ đi kèm 1 kim hộp 5 bịch bịch 20 sợi mới 100,,
1879,chỉ khâu phẫu thuật surgical suture luxylene polypropylene 4 0 hr 2x20mm 90cm code pp40hr20-d nsx 2014 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
23,ar-7200 chỉ fiber wire vật liệu cấy ghép trong cơ thề lâu dài trên 30 ngày gp byt hàng y tế hàng mới 100 do hãng arthrex sản xuất,,
1196,chỉ khâu phẫu thuật - steelex ste set 2 5 4x45cm hrc37ss m lp pac 12pcs g0617142 hàng mới 100 hsx b braun,steel,
7962,chỉ phẫu thuật chủng loại surgiprotm ii monofilament polypropylene mã sp vp706x 36 sợi hộp hsx covidien mới 100,surgipro,
1195,chỉ khâu phẫu thuật - steelex ste set 2 5 4x45cm hrc37ss m lp pac 12pcs g0617142 hàng mới 100 hsx b braun surgical s a,steel,
5851,chỉ phẫu thuật loại polypropylene 75 cm ep 1 5 usp 4 0 needle 3 8 cir cutting 24 mm hàng mới 100,propylen,
483,chỉ khâu không tự tiêu dùng trong phẫu thuật y tế code 920b gồm 12 chiếc hộp hãng sx surgical specialties corp hàng mới 100,,
4648,chỉ phẫu thuật không tiêu nhãn hiệu hernia kit model non absorbable surgical suture u s p 12 sợi hộp hàng mới 100,,
9303,nl024-4 chỉ khâu phẫu thuật oem,,
522,chỉ khâu phẫu thuật c0022382 pac 6pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,,
9291,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 4-0 pgla violet dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
763,chỉ khâu phẫu thuật - monosyn quick und6 0 0 7 45cm dgmp11 pac 36pcs c0025807 hàng mới 100 hsx b braun,monosyn qui,
6284,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu không đặt lâu dài trong cơ thể con người hàng mới 100 hãng sx alcon nsx 01 2016 02 2016 03 2016 hsd 12 2020 01 2021 02 2021,,
1201,chỉ khâu phẫu thuật - steelex ste set 5 7 4x45cm hrc48 m lp pac 12pcs g0617135 hàng mới 100 hsx b braun,steel,
4317,chỉ khâu phẫu thuật pd synth 20mm code 9g75dz20 6-2017 05-2022 pn pd72709 hiệu sutures india pvt ltd hàng mới 100,,
5877,chỉ phẫu thuật loại polypropylene 75 cm ep 4 usp 1 needle 1 2 cir taper 35 mm hàng mới 100,propylen,
7001,chỉ phẫu thuật tự tiêu v-loc 12 tép hộp vlocm1904 mới 100 nhà sản xuất covidien mỹ,vloc,
8086,chỉ phẫu thuật polyglactin 910 pgla90 atramat pgla90 surgical suture violet usp 3-0 ep 2 75 cm needle r-26 regular taper point 26 mm 1 2 circle năm sx 2017 hàng mới 100 hộp 12 sợi,pgla,
10430,vật liệu cầm máu surgical haemostatic smi-spon 10x10x10mm cube code zhg101010 nsx 2014 nsx smi a g belgium hộp 32 cái,spon,
4563,chỉ phẫu thuật parcus braid chỉ vô trùng không tiêu dùng trong phẫu thuật dây chằng chéo khâu gân 1 hộp 12 sợi mã 20055 hãng sx parcus medical llc usa hàng mới 100,,
5057,chỉ phẫu thuật dùng trong y tế drain lame ondulee 4 5x30cm lot 79224 nsx 2016 hd 2021 nhà sx peters,,
5343,chỉ phẫu thuật không tiêu polypropylene 75 cm ep 3 usp 2 0 needle 1 2 cir taper 25 mm hàng mới 100 sx năm 2017 lô170506 hạn sử dụng 05 2022,propylen,
10122,sản phẩm hỗ trợ cầm máu miếng cầm máu tự tiêu - posisep 1 27 x 3 81 cm hsd 09 2019 lot 1706087a nsx bio implant technology co ltd foc,,
10121,sản phẩm hỗ trợ cầm máu miếng cầm máu tự tiêu - posisep 1 27 x 3 81 cm hsd 09 2019 lot 1706087a nsx bio implant technology co ltd,,
12003,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene không kim7 5 x 15cm túi 5 sợi,propylen,
8313,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm 19mm hàng mới 100 nhà sản xuất smi ag mã 5201519,propylen,
6669,chỉ phẫu thuật tiệt trùng practicryl usp3 0 1 2 rond 26mm,,
7911,chỉ phẫu thuật chủng loại polysorbtm braided absorbable suture mã sp gl122 sợi dài 75cm kim dài 26mm 36 sợi hộp mới 100,polysorb,
1487,chỉ khâu phẫu thuật c0068058 -novosyn violet 2 5 70cm hr40s m hãng sx b braun surgical sa năm 2014 hàng mới 100,novosyn,
11989,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 5 0 dài 75cm kim 1 2 kim tròn vòng kim 15mm năm sản xuất 2014 trở đi,propylen,
7900,chỉ phẫu thuật chủng loại novafiltm monofilament potybutester mã sp spb5633g 12 sợi hộp hsx covidien mới 100,novafi,
